y,x
0.5720954356846473,0
0.7076403326403327,80
0.7448024948024948,160
0.7775467775467776,240
0.8141821946169773,320
0.83991683991684,400
0.8622661122661123,480
0.8716216216216216,560
0.8788900414937759,640
0.8842592592592593,720
0.8868312757201646,800
0.9012886597938145,880
0.9011806981519507,960
0.8955338809034907,1040
0.9004106776180698,1120
0.9105670103092783,1200
0.9118257261410788,1280
0.9144190871369294,1360
0.9163201663201663,1440
0.9181392931392931,1520
0.9207380457380457,1600
0.9197916666666667,1680
0.9200520833333333,1760
0.9259355509355509,1840
0.9223958333333333,1920
0.9222972972972973,2000
0.9235966735966736,2080
0.92578125,2160
0.9230769230769231,2240
0.922037422037422,2320
0.9228170478170478,2400
0.9191787941787942,2480
0.9197916666666667,2560
0.9191787941787942,2640
0.9134615384615384,2720
0.908004158004158,2800
0.899948024948025,2880
0.895010395010395,2960
0.9056652806652806,3040
0.909375,3120
0.9015625,3200
0.9129417879417879,3280
0.9164937759336099,3360
0.9154564315352697,3440
0.9217775467775468,3520
0.9248960498960499,3600
0.920997920997921,3680
0.9254158004158004,3760
0.920997920997921,3840
0.9197916666666667,3920
0.9237551867219918,4000
0.9217775467775468,4080
0.9225571725571725,4160
0.9228170478170478,4240
0.9169270833333333,4320
0.9150207900207901,4400
0.9194386694386695,4480
0.9212577962577962,4560
0.91995841995842,4640
0.9255208333333333,4720
0.9261954261954262,4800
0.9246361746361746,4880
0.9282744282744283,4960
0.9261482254697286,5040
0.9222972972972973,5120
0.928014553014553,5200
0.9224585062240664,5280
0.9246361746361746,5360
0.9261954261954262,5440
0.9261954261954262,5520
0.9237995824634656,5600
0.920929018789144,5680
0.9298336798336798,5760
0.9332120582120582,5840
0.9274530271398748,5920
0.9290187891440501,6000
0.9290187891440501,6080
0.933455114822547,6160
0.9308455114822547,6240
0.928014553014553,6320
0.9291666666666667,6400
0.92265625,6480
0.9234375,6560
0.9265625,6640
0.9288702928870293,6720
0.9266701461377871,6800
0.9236979166666667,6880
0.9264091858037579,6960
0.9256263048016702,7040
0.9229559748427673,7120
0.9237995824634656,7200
0.9206680584551148,7280
0.9169270833333333,7360
0.9178794178794178,7440
0.9183991683991684,7520
0.9133817427385892,7600
0.91008316008316,7680
0.9094917012448133,7760
0.9183991683991684,7840
0.9244791666666666,7920
0.9204781704781705,8000
0.9261954261954262,8080
0.9216804979253111,8160
0.9203125,8240
0.9290540540540541,8320
0.9212577962577962,8400
0.9243762993762994,8480
0.928941908713693,8560
0.9260892116182573,8640
0.9255705394190872,8720
0.9253112033195021,8800
0.9244791666666666,8880
0.922037422037422,8960
0.9222972972972973,9040
0.9164937759336099,9120
0.9196058091286307,9200
0.9188278008298755,9280
0.9178794178794178,9360
0.9197916666666667,9440
0.9225571725571725,9520
0.9175311203319502,9600
0.9193464730290456,9680
0.9154564315352697,9760
0.9161490683229814,9840
0.9162344398340249,9920
0.9159751037344398,10000

